dia;dia_semana;fim_semana;nome_atividade;duracao;frequencia;durfreq
78;0;0;msandwich;453,99999999999636;1;453,99999999999636
78;0;0;reading;2313,0;1;2313,0
78;0;0;sleep;-58166,99999999999;3;-19388,999999999996
78;0;0;takem;125,0;1;125,0
78;0;0;toileting;1772,0;4;443,0
78;0;0;tshower;686,0;1;686,0
78;0;0;watchtv;12428,999999999993;5;2485,7999999999984
78;0;0;whandface;1566,0;6;261,0
79;1;0;cclothes;1545,0;3;515,0
79;1;0;celluse;3594,0;4;898,5
79;1;0;eating;4048,0;2;2024,0
79;1;0;goout;7951,0;1;7951,0
79;1;0;makeup;441,0;1;441,0
79;1;0;mcoffe;1524,9999999999964;3;508,3333333333321
79;1;0;mdish;567,0;2;283,5
79;1;0;mhotfood;2256,0;1;2256,0
79;1;0;msandwich;566,0;1;566,0
79;1;0;reading;2165,0;1;2165,0
79;1;0;sleep;-36623,999999999985;3;-12207,999999999995
79;1;0;takem;218,0;1;218,0
79;1;0;toileting;1164,0;3;388,0
79;1;0;tshower;876,0;1;876,0
79;1;0;watchtv;10695,999999999993;3;3565,3333333333308
79;1;0;whandface;2034,0;8;254,25
80;2;0;cclothes;982,0;2;491,0
80;2;0;celluse;1885,0;2;942,5
80;2;0;eating;7561,0;3;2520,3333333333335
80;2;0;hairdray;356,0;1;356,0
80;2;0;mcoffe;998,0;2;499,0
80;2;0;mdish;371,0;2;185,5
80;2;0;mhotfood;6625,0;2;3312,5
80;2;0;msandwich;465,0;1;465,0
80;2;0;reading;3431,9999999999927;1;3431,9999999999927
80;2;0;sleep;-39307,999999999985;3;-13102,666666666662
80;2;0;takem;189,0;1;189,0
80;2;0;toileting;3276,0;8;409,5
80;2;0;tshower;996,9999999999964;1;996,9999999999964
80;2;0;watchtv;10786,0;3;3595,3333333333335
80;2;0;whandface;3265,0;11;296,8181818181818
81;3;0;cclothes;743,0;2;371,5
81;3;0;celluse;2235,0;3;745,0
81;3;0;eating;5025,0;2;2512,5
81;3;0;goout;8148,999999999993;1;8148,999999999993
81;3;0;hairdray;163,0;1;163,0
81;3;0;mcoffe;850,0;2;425,0
81;3;0;mdish;1212,0;4;303,0
81;3;0;mhotfood;5549,0;2;2774,5
81;3;0;msandwich;509,0;1;509,0
81;3;0;sleep;-43078,999999999985;3;-14359,666666666662
81;3;0;takem;142,0;1;142,0
81;3;0;toileting;2639,0;6;439,8333333333333
81;3;0;tshower;899,9999999999964;1;899,9999999999964
81;3;0;watchtv;7116,0;3;2372,0
81;3;0;whandface;1576,0;6;262,6666666666667
82;4;0;Laundry;2817,0;1;2817,0
82;4;0;Vacuuming;1544,0;1;1544,0
82;4;0;cclothes;913,0;2;456,5
82;4;0;celluse;3423,0;3;1141,0
82;4;0;eating;7242,0;3;2414,0
82;4;0;hairdray;287,0;1;287,0
82;4;0;mcoffe;810,0;2;405,0
82;4;0;mdish;528,0;2;264,0
82;4;0;mhotfood;5732,0;2;2866,0
82;4;0;msandwich;380,0;1;380,0
82;4;0;sleep;-47935,999999999985;3;-15978,666666666662
82;4;0;takem;165,0;1;165,0
82;4;0;toileting;2574,0;5;514,8
82;4;0;tshower;652,9999999999964;1;652,9999999999964
82;4;0;watchtv;9851,999999999993;3;3283,9999999999977
82;4;0;whandface;2712,0;9;301,3333333333333
83;5;1;cclothes;965,0;2;482,5
83;5;1;celluse;745,0;1;745,0
83;5;1;eating;-77555,0;3;-25851,666666666668
83;5;1;hairdray;314,0;1;314,0
83;5;1;mcoffe;1542,0;4;385,5
83;5;1;mdish;550,0;2;275,0
83;5;1;mhotfood;6254,0;2;3127,0
83;5;1;msandwich;510,0;1;510,0
83;5;1;mtee;309,0;1;309,0
83;5;1;reading;5766,0;2;2883,0
83;5;1;sleep;21100,0;2;10550,0
83;5;1;takem;225,0;1;225,0
83;5;1;toileting;1692,9999999999982;4;423,24999999999955
83;5;1;tshower;1000,0;1;1000,0
83;5;1;watchtv;17528,0;6;2921,3333333333335
83;5;1;wdish;646,0;1;646,0
83;5;1;whandface;1441,0;5;288,2
84;6;1;cclothes;1119,0;3;373,0
84;6;1;celluse;677,0;1;677,0
84;6;1;eating;6998,0;3;2332,6666666666665
84;6;1;goout;6376,0;1;6376,0
84;6;1;hairdray;277,0;1;277,0
84;6;1;mcoffe;1572,0;3;524,0
84;6;1;mdish;511,0;2;255,5
84;6;1;mhotfood;5804,0;2;2902,0
84;6;1;msandwich;433,0;1;433,0
84;6;1;reading;4693,0;2;2346,5
84;6;1;sleep;-26727,999999999985;3;-8909,333333333328
84;6;1;takem;227,0;1;227,0
84;6;1;toileting;878,0;2;439,0
84;6;1;tshower;787,0;1;787,0
84;6;1;watchtv;7401,999999999993;3;2467,3333333333308
84;6;1;whandface;2517,9999999999964;9;279,7777777777774
85;0;0;cclothes;1234,9999999999964;3;411,66666666666544
85;0;0;celluse;1535,0;2;767,5
85;0;0;eating;4008,0;2;2004,0
85;0;0;goout;7576,0;1;7576,0
85;0;0;hairdray;124,0;1;124,0
85;0;0;makeup;543,0;1;543,0
85;0;0;mcoffe;584,0;1;584,0
85;0;0;mhotfood;3313,0;1;3313,0
85;0;0;msandwich;301,0;1;301,0
85;0;0;sleep;-48028,999999999985;3;-16009,666666666662
85;0;0;takem;234,0;1;234,0
85;0;0;toileting;2268,0;5;453,6
85;0;0;tshower;917,0;1;917,0
85;0;0;watchtv;16727,999999999993;4;4181,999999999998
85;0;0;whandface;1911,0;7;273,0
86;1;0;cclothes;370,0;1;370,0
86;1;0;celluse;3370,0;4;842,5
86;1;0;eating;7589,0;3;2529,6666666666665
86;1;0;mcoffe;1128,0;3;376,0
86;1;0;mdish;527,0;2;263,5
86;1;0;mhotfood;5864,0;2;2932,0
86;1;0;msandwich;382,0;1;382,0
86;1;0;sleep;23005,00000000001;2;11502,500000000005
86;1;0;takem;197,0;1;197,0
86;1;0;toileting;2674,0;6;445,6666666666667
86;1;0;tshower;1099,0;1;1099,0
86;1;0;watchtv;17014,999999999993;4;4253,749999999998
86;1;0;wdish;685,0;1;685,0
86;1;0;whandface;2351,9999999999964;8;293,99999999999955
87;2;0;cclothes;1412,0;3;470,6666666666667
87;2;0;celluse;1968,0;2;984,0
87;2;0;eating;7848,0;3;2616,0
87;2;0;hairdray;253,0;1;253,0
87;2;0;mcoffe;730,0;2;365,0
87;2;0;mdish;637,0;2;318,5
87;2;0;mhotfood;4646,0;2;2323,0
87;2;0;msandwich;458,0;1;458,0
87;2;0;sleep;-24996,000000000007;4;-6249,000000000002
87;2;0;takem;180,0;1;180,0
87;2;0;toileting;1938,0;4;484,5
87;2;0;tshower;863,0;1;863,0
87;2;0;watchtv;12178,000000000007;4;3044,500000000002
87;2;0;whandface;1995,0;7;285,0
88;3;0;cclothes;969,0;2;484,5
88;3;0;celluse;873,0;1;873,0
88;3;0;eating;5106,0;2;2553,0
88;3;0;goout;10140,999999999993;1;10140,999999999993
88;3;0;hairdray;306,0;1;306,0
88;3;0;makeup;324,0;1;324,0
88;3;0;mcoffe;525,0;1;525,0
88;3;0;mdish;452,0;2;226,0
88;3;0;mhotfood;3583,0;1;3583,0
88;3;0;msandwich;323,0;1;323,0
88;3;0;reading;2169,0;1;2169,0
88;3;0;sleep;-38017,999999999985;3;-12672,666666666662
88;3;0;takem;128,0;1;128,0
88;3;0;toileting;2390,0;5;478,0
88;3;0;tshower;701,0;1;701,0
88;3;0;watchtv;10692,0;3;3564,0
88;3;0;whandface;2761,9999999999964;9;306,88888888888846
89;4;0;Laundry;2662,0;1;2662,0
89;4;0;Vacuuming;1957,0;1;1957,0
89;4;0;cclothes;911,0;2;455,5
89;4;0;celluse;1053,0;1;1053,0
89;4;0;eating;7023,0;3;2341,0
89;4;0;hairdray;324,0;1;324,0
89;4;0;mcoffe;1300,0;3;433,3333333333333
89;4;0;mdish;465,0;2;232,5
89;4;0;mhotfood;6220,0;2;3110,0
89;4;0;msandwich;386,0;1;386,0
89;4;0;sleep;-45770,999999999985;3;-15256,999999999995
89;4;0;takem;186,0;1;186,0
89;4;0;toileting;2110,0;5;422,0
89;4;0;tshower;697,0;1;697,0
89;4;0;watchtv;10848,999999999993;3;3616,3333333333308
89;4;0;wdish;732,0;1;732,0
89;4;0;whandface;1800,9999999999964;7;257,28571428571377
90;5;1;cclothes;920,0;2;460,0
90;5;1;celluse;3283,0;4;820,75
90;5;1;eating;7648,0;3;2549,3333333333335
90;5;1;hairdray;189,0;1;189,0
90;5;1;mcoffe;1077,0;2;538,5
90;5;1;mdish;742,0;3;247,33333333333334
90;5;1;mhotfood;5643,0;2;2821,5
90;5;1;msandwich;418,0;1;418,0
90;5;1;mtee;584,0;1;584,0
90;5;1;sleep;-40708,99999999999;3;-13569,666666666664
90;5;1;takem;129,0;1;129,0
90;5;1;toileting;2130,0;5;426,0
90;5;1;tshower;1133,0;1;1133,0
90;5;1;watchtv;13952,999999999993;5;2790,5999999999985
90;5;1;wdish;644,0;1;644,0
90;5;1;whandface;1611,0000000000036;6;268,5000000000006
91;6;1;cclothes;1860,0;4;465,0
91;6;1;celluse;2667,0;3;889,0
91;6;1;eating;7493,0;3;2497,6666666666665
91;6;1;goout;7072,0;1;7072,0
91;6;1;hairdray;227,0;1;227,0
91;6;1;mcoffe;2164,0;5;432,8
91;6;1;mdish;651,0;2;325,5
91;6;1;mhotfood;5516,999999999993;2;2758,4999999999964
91;6;1;msandwich;572,0;1;572,0
91;6;1;sleep;-44810,0;3;-14936,666666666666
91;6;1;toileting;2295,0;5;459,0
91;6;1;tshower;602,9999999999964;1;602,9999999999964
91;6;1;watchtv;5781,0;2;2890,5
91;6;1;wdish;715,0;1;715,0
91;6;1;whandface;3037,0;12;253,08333333333334
92;0;0;cclothes;-84916,0;3;-28305,333333333332
92;0;0;celluse;2131,0;2;1065,5
92;0;0;eating;8665,0;3;2888,3333333333335
92;0;0;hairdray;282,0;1;282,0
92;0;0;mcoffe;1186,9999999999964;3;395,66666666666544
92;0;0;mdish;475,0;2;237,5
92;0;0;mhotfood;5813,0;2;2906,5
92;0;0;msandwich;349,0;1;349,0
92;0;0;sleep;16706,00000000001;2;8353,000000000005
92;0;0;toileting;3136,0;7;448,0
92;0;0;tshower;760,0;1;760,0
92;0;0;watchtv;17975,999999999993;4;4493,999999999998
92;0;0;whandface;2842,0;11;258,3636363636364
93;1;0;cclothes;1430,0;3;476,6666666666667
93;1;0;celluse;3338,0;3;1112,6666666666667
93;1;0;eating;8172,0;3;2724,0
93;1;0;hairdray;269,0;1;269,0
93;1;0;mcoffe;2172,0;5;434,4
93;1;0;mdish;649,0;3;216,33333333333334
93;1;0;mhotfood;2452,0;1;2452,0
93;1;0;msandwich;441,0;1;441,0
93;1;0;reading;2150,0;1;2150,0
93;1;0;sleep;-16326,999999999993;4;-4081,749999999998
93;1;0;toileting;2260,0;5;452,0
93;1;0;tshower;1010,0;1;1010,0
93;1;0;watchtv;6162,999999999993;2;3081,4999999999964
93;1;0;wdish;846,0;1;846,0
93;1;0;whandface;1860,0;7;265,7142857142857
94;2;0;cclothes;1549,0;3;516,3333333333334
94;2;0;celluse;924,0;1;924,0
94;2;0;eating;8758,0;3;2919,3333333333335
94;2;0;hairdray;148,0;1;148,0
94;2;0;mcoffe;2020,0;4;505,0
94;2;0;mdish;566,0;2;283,0
94;2;0;mhotfood;5590,0;2;2795,0
94;2;0;msandwich;441,0;1;441,0
94;2;0;reading;9952,0;3;3317,3333333333335
94;2;0;sleep;-50966,99999999999;3;-16988,999999999996
94;2;0;toileting;2266,0;5;453,2
94;2;0;tshower;1112,9999999999964;1;1112,9999999999964
94;2;0;watchtv;8058,999999999993;2;4029,4999999999964
94;2;0;whandface;2075,0;8;259,375
95;3;0;cclothes;1502,0;3;500,6666666666667
95;3;0;celluse;5339,999999999993;5;1067,9999999999986
95;3;0;eating;7027,0;3;2342,3333333333335
95;3;0;hairdray;259,0;1;259,0
95;3;0;mcoffe;2407,0;5;481,4
95;3;0;mdish;899,0;3;299,6666666666667
95;3;0;mhotfood;2144,0;1;2144,0
95;3;0;msandwich;317,0;1;317,0
95;3;0;sleep;-36388,999999999985;3;-12129,666666666662
95;3;0;toileting;2523,0;6;420,5
95;3;0;tshower;841,0;1;841,0
95;3;0;watchtv;8213,0;3;2737,6666666666665
95;3;0;wdish;783,0;1;783,0
95;3;0;whandface;3447,0;13;265,15384615384613
96;4;0;cclothes;1398,0;3;466,0
96;4;0;celluse;913,0;1;913,0
96;4;0;eating;7931,0;3;2643,6666666666665
96;4;0;hairdray;178,0;1;178,0
96;4;0;mcoffe;1982,0;4;495,5
96;4;0;mdish;287,0;1;287,0
96;4;0;mhotfood;5304,0;2;2652,0
96;4;0;msandwich;358,99999999999636;1;358,99999999999636
96;4;0;reading;3419,0;1;3419,0
96;4;0;sleep;-50237,99999999999;3;-16745,999999999996
96;4;0;toileting;2766,0;6;461,0
96;4;0;tshower;768,0000000000036;1;768,0000000000036
96;4;0;watchtv;13160,999999999993;4;3290,249999999998
96;4;0;whandface;1962,0;7;280,2857142857143
97;5;1;cclothes;1787,9999999999964;4;446,9999999999991
97;5;1;celluse;747,0;1;747,0
97;5;1;eating;8392,0;3;2797,3333333333335
97;5;1;hairdray;153,0;1;153,0
97;5;1;mcoffe;1740,0;4;435,0
97;5;1;mdish;661,0;2;330,5
97;5;1;mhotfood;2407,0;1;2407,0
97;5;1;msandwich;562,0;1;562,0
97;5;1;reading;8339,0;3;2779,6666666666665
97;5;1;sleep;-43012,99999999999;3;-14337,666666666664
97;5;1;toileting;2462,0;6;410,3333333333333
97;5;1;tshower;1123,0;1;1123,0
97;5;1;watchtv;12260,999999999993;3;4086,9999999999977
97;5;1;whandface;2661,0;9;295,6666666666667
98;6;1;cclothes;1298,0;3;432,6666666666667
98;6;1;celluse;621,0;1;621,0
98;6;1;eating;7774,0;3;2591,3333333333335
98;6;1;goout;6081,0;1;6081,0
98;6;1;hairdray;207,0;1;207,0
98;6;1;mcoffe;509,0;1;509,0
98;6;1;mdish;611,0;2;305,5
98;6;1;mhotfood;4558,0;2;2279,0
98;6;1;msandwich;366,0;1;366,0
98;6;1;sleep;-36468,99999999999;3;-12156,33333333333
98;6;1;toileting;922,0;2;461,0
98;6;1;tshower;1172,0;1;1172,0
98;6;1;watchtv;10581,999999999993;2;5290,999999999996
98;6;1;wdish;608,0;1;608,0
98;6;1;whandface;1362,0;5;272,4
99;0;0;cclothes;642,0;2;321,0
99;0;0;celluse;941,0;1;941,0
99;0;0;eating;7287,0;3;2429,0
99;0;0;mcoffe;1320,0;3;440,0
99;0;0;mdish;531,0;2;265,5
99;0;0;mhotfood;5905,0;2;2952,5
99;0;0;msandwich;392,0;1;392,0
99;0;0;reading;3068,0;1;3068,0
99;0;0;sleep;-47009,999999999985;3;-15669,999999999995
99;0;0;toileting;2520,0;5;504,0
99;0;0;tshower;623,0;1;623,0
99;0;0;watchtv;14205,999999999993;4;3551,499999999998
99;0;0;whandface;2168,9999999999964;7;309,8571428571423
100;1;0;cclothes;590,0;1;590,0
100;1;0;eating;4896,0;2;2448,0
100;1;0;hairdray;123,0;1;123,0
100;1;0;mcoffe;1128,0;3;376,0
100;1;0;mdish;189,0;1;189,0
100;1;0;mhotfood;2621,0;1;2621,0
100;1;0;msandwich;584,0;1;584,0
100;1;0;mtee;379,0;1;379,0
100;1;0;reading;12116,0;4;3029,0
100;1;0;sleep;17796,000000000007;2;8898,000000000004
100;1;0;toileting;3013,0;7;430,42857142857144
100;1;0;tshower;970,0000000000036;1;970,0000000000036
100;1;0;watchtv;15613,999999999993;4;3903,499999999998
100;1;0;wdish;810,0;1;810,0
100;1;0;whandface;-83351,0;10;-8335,1
101;2;0;cclothes;1411,0;3;470,3333333333333
101;2;0;celluse;1967,0;2;983,5
101;2;0;eating;8617,0;3;2872,3333333333335
101;2;0;hairdray;259,0;1;259,0
101;2;0;mcoffe;2080,0;4;520,0
101;2;0;mdish;206,0;1;206,0
101;2;0;mhotfood;7921,0;3;2640,3333333333335
101;2;0;msandwich;599,0;1;599,0
101;2;0;sleep;28612,00000000001;2;14306,000000000005
101;2;0;toileting;1422,0;3;474,0
101;2;0;tshower;850,9999999999964;1;850,9999999999964
101;2;0;watchtv;-56475,00000000001;7;-8067,857142857144
101;2;0;whandface;1859,0;8;232,375
102;3;0;cclothes;2905,0;6;484,1666666666667
102;3;0;celluse;1288,0;2;644,0
102;3;0;eating;10542,0;4;2635,5
102;3;0;hairdray;328,0;1;328,0
102;3;0;mcoffe;1826,0;4;456,5
102;3;0;mdish;605,0;2;302,5
102;3;0;mhotfood;2312,0;1;2312,0
102;3;0;msandwich;318,0;1;318,0
102;3;0;sleep;-24303,999999999993;3;-8101,333333333331
102;3;0;toileting;2341,9999999999995;5;468,3999999999999
102;3;0;tshower;1026,0;1;1026,0
102;3;0;watchtv;16031,999999999993;4;4007,999999999998
102;3;0;whandface;1739,0;7;248,42857142857142
103;4;0;cclothes;1188,9999999999964;2;594,4999999999982
103;4;0;celluse;4752,0;5;950,4
103;4;0;eating;7714,0;3;2571,3333333333335
103;4;0;hairdray;267,0;1;267,0
103;4;0;mcoffe;2469,0;5;493,8
103;4;0;mdish;284,0;1;284,0
103;4;0;mhotfood;5490,0;2;2745,0
103;4;0;msandwich;588,0;1;588,0
103;4;0;sleep;-54753,0;3;-18251,0
103;4;0;toileting;3506,0;8;438,25
103;4;0;tshower;940,0;1;940,0
103;4;0;watchtv;9313,999999999993;3;3104,6666666666642
103;4;0;wdish;732,0;1;732,0
103;4;0;whandface;3351,0;12;279,25
104;5;1;cclothes;760,0;2;380,0
104;5;1;celluse;1134,0;1;1134,0
104;5;1;eating;3550,0;2;1775,0
104;5;1;mcoffe;1849,0;4;462,25
104;5;1;mdish;503,0;2;251,5
104;5;1;mhotfood;2580,0;1;2580,0
104;5;1;msandwich;555,0;1;555,0
104;5;1;mtee;448,0;1;448,0
104;5;1;reading;3597,0;1;3597,0
104;5;1;sleep;26955,000000000007;2;13477,500000000004
104;5;1;toileting;2949,000000000002;7;421,28571428571456
104;5;1;tshower;863,0;1;863,0
104;5;1;watchtv;-66050,0;4;-16512,5
104;5;1;whandface;2615,0;10;261,5
105;6;1;cclothes;1452,0;3;484,0
105;6;1;celluse;2923,0;3;974,3333333333334
105;6;1;eating;10852,0;4;2713,0
105;6;1;goout;6741,0;1;6741,0
105;6;1;hairdray;242,0;1;242,0
105;6;1;mcoffe;499,99999999999636;1;499,99999999999636
105;6;1;mdish;405,0;2;202,5
105;6;1;mhotfood;7278,0;3;2426,0
105;6;1;msandwich;345,0;1;345,0
105;6;1;mtee;316,0;1;316,0
105;6;1;reading;4166,0;2;2083,0
105;6;1;sleep;-33228,999999999985;3;-11076,333333333328
105;6;1;toileting;1148,0;2;574,0
105;6;1;tshower;758,0;1;758,0
105;6;1;watchtv;6989,999999999993;1;6989,999999999993
105;6;1;whandface;1105,0;4;276,25
106;0;0;cclothes;1147,0;3;382,3333333333333
106;0;0;celluse;3387,0;4;846,75
106;0;0;eating;8658,0;3;2886,0
106;0;0;mcoffe;1382,0;3;460,6666666666667
106;0;0;mdish;384,0;2;192,0
106;0;0;mhotfood;5965,0;2;2982,5
106;0;0;msandwich;580,0;1;580,0
106;0;0;mtee;554,0;1;554,0
106;0;0;reading;3479,0;1;3479,0
106;0;0;sleep;-48506,99999999999;3;-16168,999999999998
106;0;0;toileting;2039,0;4;509,75
106;0;0;tshower;901,0;1;901,0
106;0;0;watchtv;9799,0;2;4899,5
106;0;0;wdish;723,0;1;723,0
106;0;0;whandface;2095,0;8;261,875
107;1;0;cclothes;1048,0;2;524,0
107;1;0;celluse;923,0;1;923,0
107;1;0;eating;7792,0;3;2597,3333333333335
107;1;0;hairdray;302,99999999999636;1;302,99999999999636
107;1;0;mcoffe;2460,0;5;492,0
107;1;0;mdish;483,0;2;241,5
107;1;0;mhotfood;5572,0;2;2786,0
107;1;0;msandwich;484,0;1;484,0
107;1;0;mtee;406,0;1;406,0
107;1;0;reading;1968,0;1;1968,0
107;1;0;sleep;-37969,0;3;-12656,333333333334
107;1;0;toileting;3141,0000000000073;6;523,5000000000013
107;1;0;tshower;1192,0;1;1192,0
107;1;0;watchtv;14880,999999999993;4;3720,249999999998
107;1;0;whandface;2079,0;8;259,875
108;2;0;cclothes;796,0;2;398,0
108;2;0;celluse;3086,0;3;1028,6666666666667
108;2;0;eating;7221,0;3;2407,0
108;2;0;hairdray;216,0;1;216,0
108;2;0;mcoffe;879,0;2;439,5
108;2;0;mdish;708,0;3;236,0
108;2;0;mhotfood;4185,0;2;2092,5
108;2;0;msandwich;386,0;1;386,0
108;2;0;reading;6251,0;2;3125,5
108;2;0;sleep;-42919,0;3;-14306,333333333334
108;2;0;toileting;2346,9999999999964;5;469,3999999999993
108;2;0;tshower;999,0;1;999,0
108;2;0;watchtv;9461,999999999993;3;3153,9999999999977
108;2;0;wdish;720,0;1;720,0
108;2;0;whandface;2485,0;9;276,1111111111111
109;3;0;cclothes;803,0;2;401,5
109;3;0;celluse;958,0;1;958,0
109;3;0;eating;7167,0;3;2389,0
109;3;0;hairdray;264,0;1;264,0
109;3;0;mcoffe;557,0;1;557,0
109;3;0;mdish;735,0;3;245,0
109;3;0;mhotfood;5874,0;2;2937,0
109;3;0;msandwich;567,0;1;567,0
109;3;0;reading;2499,0;1;2499,0
109;3;0;sleep;-43976,999999999985;3;-14658,999999999995
109;3;0;toileting;2103,9999999999964;5;420,7999999999993
109;3;0;tshower;1054,0;1;1054,0
109;3;0;watchtv;11613,999999999993;3;3871,3333333333308
109;3;0;wdish;747,0;1;747,0
109;3;0;whandface;1907,0;7;272,42857142857144
110;4;0;cclothes;1766,0;4;441,5
110;4;0;celluse;3072,0;3;1024,0
110;4;0;eating;8079,0;3;2693,0
110;4;0;hairdray;202,0;1;202,0
110;4;0;mcoffe;1387,0;4;346,75
110;4;0;mdish;335,0;1;335,0
110;4;0;mhotfood;3294,0;1;3294,0
110;4;0;msandwich;389,0;1;389,0
110;4;0;mtee;488,0;1;488,0
110;4;0;sleep;-41312,99999999999;3;-13770,999999999998
110;4;0;toileting;2851,0000000000036;7;407,2857142857148
110;4;0;tshower;787,9999999999964;1;787,9999999999964
110;4;0;watchtv;13640,999999999993;3;4546,999999999997
110;4;0;whandface;3274,0;12;272,8333333333333
111;5;1;cclothes;1596,0;4;399,0
111;5;1;celluse;2679,0;3;893,0
111;5;1;eating;8511,0;3;2837,0
111;5;1;hairdray;142,0;1;142,0
111;5;1;mcoffe;1218,0;3;406,0
111;5;1;mdish;564,0;2;282,0
111;5;1;mhotfood;2077,0;1;2077,0
111;5;1;msandwich;545,0;1;545,0
111;5;1;reading;4469,0;2;2234,5
111;5;1;sleep;-53482,999999999985;3;-17827,66666666666
111;5;1;toileting;3009,0;7;429,85714285714283
111;5;1;tshower;769,0;1;769,0
111;5;1;watchtv;9695,999999999993;4;2423,999999999998
111;5;1;wdish;636,0;1;636,0
111;5;1;whandface;3209,9999999999964;11;291,8181818181815
112;6;1;cclothes;1435,0;4;358,75
112;6;1;celluse;659,0;1;659,0
112;6;1;eating;8517,0;3;2839,0
112;6;1;goout;7131,0;1;7131,0
112;6;1;hairdray;334,0;1;334,0
112;6;1;mcoffe;474,0;1;474,0
112;6;1;mdish;350,0;1;350,0
112;6;1;mhotfood;4566,0;2;2283,0
112;6;1;msandwich;500,0;1;500,0
112;6;1;sleep;-44705,999999999985;3;-14901,999999999995
112;6;1;toileting;1816,0;4;454,0
112;6;1;tshower;684,0;1;684,0
112;6;1;watchtv;15587,999999999993;3;5195,999999999997
112;6;1;whandface;1456,9999999999964;5;291,3999999999993
113;0;0;cclothes;902,0;2;451,0
113;0;0;celluse;1502,0;1;1502,0
113;0;0;eating;8584,0;3;2861,3333333333335
113;0;0;hairdray;218,0;1;218,0
113;0;0;mcoffe;1091,0000000000073;3;363,6666666666691
113;0;0;mdish;1129,0;4;282,25
113;0;0;mhotfood;5442,0;2;2721,0
113;0;0;msandwich;344,0;1;344,0
113;0;0;reading;2318,0;1;2318,0
113;0;0;sleep;-38057,0;3;-12685,666666666666
113;0;0;toileting;1844,0;4;461,0
113;0;0;tshower;933,0;1;933,0
113;0;0;watchtv;11079,999999999993;3;3693,3333333333308
113;0;0;wdish;891,0;1;891,0
113;0;0;whandface;1970,0;7;281,42857142857144
114;1;0;cclothes;1808,0;4;452,0
114;1;0;celluse;4217,0;4;1054,25
114;1;0;eating;7216,0;3;2405,3333333333335
114;1;0;hairdray;284,0;1;284,0
114;1;0;mcoffe;1403,0;4;350,75
114;1;0;mdish;487,0;2;243,5
114;1;0;mhotfood;5141,0;2;2570,5
114;1;0;msandwich;574,0;1;574,0
114;1;0;reading;7550,999999999993;3;2516,9999999999977
114;1;0;sleep;-49286,0;3;-16428,666666666668
114;1;0;toileting;2146,0;5;429,2
114;1;0;tshower;894,9999999999964;1;894,9999999999964
114;1;0;watchtv;5664,0;2;2832,0
114;1;0;wdish;753,0;1;753,0
114;1;0;whandface;3055,0000000000073;11;277,7272727272734
115;2;0;cclothes;798,0;2;399,0
115;2;0;celluse;1882,0;2;941,0
115;2;0;eating;7384,0;3;2461,3333333333335
115;2;0;hairdray;258,0;1;258,0
115;2;0;mcoffe;1216,0;3;405,3333333333333
115;2;0;mdish;180,0;1;180,0
115;2;0;mhotfood;5377,0;2;2688,5
115;2;0;msandwich;351,0;1;351,0
115;2;0;mtee;421,0;1;421,0
115;2;0;sleep;-36902,0;3;-12300,666666666666
115;2;0;toileting;2633,0;7;376,14285714285717
115;2;0;tshower;1160,0;1;1160,0
115;2;0;watchtv;15353,999999999993;4;3838,499999999998
115;2;0;whandface;2240,0;9;248,88888888888889
116;3;0;cclothes;1117,0;2;558,5
116;3;0;celluse;1270,0;1;1270,0
116;3;0;eating;7684,0;3;2561,3333333333335
116;3;0;hairdray;330,0;1;330,0
116;3;0;mcoffe;1428,0;3;476,0
116;3;0;mdish;546,0;2;273,0
116;3;0;mhotfood;5277,999999999993;2;2638,9999999999964
116;3;0;msandwich;305,0;1;305,0
116;3;0;mtee;512,0;1;512,0
116;3;0;sleep;-45979,999999999985;3;-15326,666666666662
116;3;0;toileting;2041,0;5;408,2
116;3;0;tshower;940,0;1;940,0
116;3;0;watchtv;14238,0;4;3559,5
116;3;0;whandface;3418,0;12;284,8333333333333
117;4;0;cclothes;1613,0;3;537,6666666666666
117;4;0;celluse;3324,0;3;1108,0
117;4;0;eating;3118,0;2;1559,0
117;4;0;hairdray;293,99999999999636;1;293,99999999999636
117;4;0;mcoffe;2027,0;4;506,75
117;4;0;mdish;309,0;1;309,0
117;4;0;mhotfood;2236,0;1;2236,0
117;4;0;msandwich;316,0;1;316,0
117;4;0;reading;3512,0;1;3512,0
117;4;0;sleep;22673,000000000007;2;11336,500000000004
117;4;0;toileting;1488,0;4;372,0
117;4;0;tshower;1146,0;1;1146,0
117;4;0;watchtv;-60938,00000000001;6;-10156,333333333334
117;4;0;wdish;714,0;1;714,0
117;4;0;whandface;1612,0;6;268,6666666666667
118;5;1;cclothes;1813,0;4;453,25
118;5;1;celluse;5819,999999999999;6;969,9999999999999
118;5;1;eating;11566,000000000002;4;2891,5000000000005
118;5;1;hairdray;210,0;1;210,0
118;5;1;mcoffe;1797,0;4;449,25
118;5;1;mdish;907,0000000000009;3;302,33333333333366
118;5;1;mhotfood;8745,999999999993;3;2915,3333333333308
118;5;1;msandwich;531,0;1;531,0
118;5;1;reading;5888,0;2;2944,0
118;5;1;sleep;-35934,99999999999;3;-11978,33333333333
118;5;1;toileting;1336,0;3;445,3333333333333
118;5;1;tshower;1132,9999999999964;1;1132,9999999999964
118;5;1;watchtv;6394,0;3;2131,3333333333335
118;5;1;wdish;698,0;1;698,0
118;5;1;whandface;2185,0;8;273,125
